2.421999999999999986e-01 1.504000000000000059e-01 6.602999999999999980e-01
2.444000000000000061e-01 1.534000000000000086e-01 6.727999999999999536e-01
2.464000000000000079e-01 1.569000000000000117e-01 6.846999999999999753e-01
2.484000000000000097e-01 1.607000000000000095e-01 6.961000000000000520e-01
2.503000000000000225e-01 1.648000000000000020e-01 7.070999999999999508e-01
2.521999999999999797e-01 1.688999999999999946e-01 7.178999999999999826e-01
2.540000000000000036e-01 1.731999999999999929e-01 7.286000000000000254e-01
2.558000000000000274e-01 1.773000000000000131e-01 7.392999999999999572e-01
2.575999999999999956e-01 1.814000000000000057e-01 7.500999999999999890e-01
2.594000000000000195e-01 1.854000000000000092e-01 7.610000000000000098e-01
2.610999999999999988e-01 1.892999999999999960e-01 7.719000000000000306e-01
2.627999999999999781e-01 1.932000000000000106e-01 7.828000000000000513e-01
2.645000000000000129e-01 1.971999999999999864e-01 7.936999999999999611e-01
2.661000000000000032e-01 2.011000000000000010e-01 8.043000000000000149e-01
2.676000000000000045e-01 2.051999999999999935e-01 8.147999999999999687e-01
2.691000000000000059e-01 2.094000000000000028e-01 8.248999999999999666e-01
2.703999999999999737e-01 2.137999999999999901e-01 8.346000000000000085e-01
2.716999999999999971e-01 2.184000000000000108e-01 8.438999999999999835e-01
2.728999999999999759e-01 2.230999999999999928e-01 8.528000000000000025e-01
2.740000000000000213e-01 2.280000000000000082e-01 8.611999999999999655e-01
2.748999999999999777e-01 2.330000000000000127e-01 8.691999999999999726e-01
2.757999999999999896e-01 2.381999999999999951e-01 8.767000000000000348e-01
2.766000000000000125e-01 2.434999999999999942e-01 8.840000000000000080e-01
2.773999999999999799e-01 2.489000000000000101e-01 8.908000000000000362e-01
2.781000000000000139e-01 2.543000000000000260e-01 8.972999999999999865e-01
2.787999999999999923e-01 2.597999999999999754e-01 9.034999999999999698e-01
2.793999999999999817e-01 2.652999999999999803e-01 9.093999999999999861e-01
2.797999999999999932e-01 2.707999999999999852e-01 9.150000000000000355e-01
2.802000000000000046e-01 2.763999999999999790e-01 9.203999999999999959e-01
2.806000000000000161e-01 2.818999999999999839e-01 9.254999999999999893e-01
2.808999999999999830e-01 2.874999999999999778e-01 9.304999999999999938e-01
2.811000000000000165e-01 2.929999999999999827e-01 9.352000000000000313e-01
2.812999999999999945e-01 2.984999999999999876e-01 9.396999999999999797e-01
2.813999999999999835e-01 3.039999999999999925e-01 9.441000000000000503e-01
2.813999999999999835e-01 3.094999999999999973e-01 9.483000000000000318e-01
2.812999999999999945e-01 3.150000000000000022e-01 9.524000000000000243e-01
2.811000000000000165e-01 3.204000000000000181e-01 9.563000000000000389e-01
2.808999999999999830e-01 3.259000000000000230e-01 9.599999999999999645e-01
2.807000000000000051e-01 3.312999999999999834e-01 9.636000000000000121e-01
2.802999999999999936e-01 3.366999999999999993e-01 9.669999999999999707e-01
2.797999999999999932e-01 3.421000000000000152e-01 9.701999999999999513e-01
2.791000000000000147e-01 3.474999999999999756e-01 9.733000000000000540e-01
2.783999999999999808e-01 3.528999999999999915e-01 9.762999999999999456e-01
2.776000000000000134e-01 3.583000000000000074e-01 9.790999999999999703e-01
2.766000000000000125e-01 3.638000000000000123e-01 9.817000000000000171e-01
2.753999999999999782e-01 3.693000000000000171e-01 9.839999999999999858e-01
2.741000000000000103e-01 3.748000000000000220e-01 9.861999999999999655e-01
2.726000000000000090e-01 3.804000000000000159e-01 9.880999999999999783e-01
2.710000000000000187e-01 3.860000000000000098e-01 9.898000000000000131e-01
2.691000000000000059e-01 3.916000000000000036e-01 9.911999999999999700e-01
2.670000000000000151e-01 3.972999999999999865e-01 9.923999999999999488e-01
